date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:14:59	4518/4518	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2210eb084b00d56d7984edda92980a59a9%22	https://noname5920181.nicepage.io/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/noname5920181.nicepage.io/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://capp.nicepage.com/eb6bc39b453c8c920ca3346ac2fda42ea3a5d110/nicepage.js)
18:14:59	264/264	---M-Z	200	added ('OK')	text/css	etag:W/%223c96d37e2434158231c950def53d567c%22	https://noname5920181.nicepage.io/Regeln.css	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/noname5920181.nicepage.io/Regeln.css	(from https://noname5920181.nicepage.io/Regeln.html)
18:15:00	7745/7745	---M-Z	200	added ('OK')	text/css	etag:W/%228dcdcbca8a694525e5912d62324c0470%22	https://noname5920181.nicepage.io/Inhalt.css	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/noname5920181.nicepage.io/Inhalt.css	(from https://noname5920181.nicepage.io/Inhalt.html)
18:15:00	8749/8749	---M--	200	added ('OK')	image/png	etag:%22953bab44b35931193f472f5c8fbad914%22	https://assets.nicepagecdn.com/a088331e/6485194/images/Ores-Website-Sharp.png	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/assets.nicepagecdn.com/a088331e/6485194/images/Ores-Website-Sharp.png	(from https://noname5920181.nicepage.io/Inhalt.html)
18:15:00	6948/6948	---M--	200	added ('OK')	image/png	etag:%229ce14f6c153338a8ae2aaec4fa85ba10%22	https://assets.nicepagecdn.com/a088331e/6485194/images/Skyflare-Ore-Sharp.png	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/assets.nicepagecdn.com/a088331e/6485194/images/Skyflare-Ore-Sharp.png	(from https://noname5920181.nicepage.io/Inhalt.html)
18:15:00	7172/7172	---M--	200	added ('OK')	image/png	etag:%2261f7a80a7b4b9af0caa330def9a662ca%22	https://assets.nicepagecdn.com/a088331e/6485194/images/Emberite-Ore-Sharp.png	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/assets.nicepagecdn.com/a088331e/6485194/images/Emberite-Ore-Sharp.png	(from https://noname5920181.nicepage.io/Inhalt.html)
18:15:01	6786/6786	---M--	200	added ('OK')	image/png	etag:%2255ac656dc5bfae8e945632ed905d8450%22	https://assets.nicepagecdn.com/a088331e/6485194/images/Mycellite-Ore-Sharp.png	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/assets.nicepagecdn.com/a088331e/6485194/images/Mycellite-Ore-Sharp.png	(from https://noname5920181.nicepage.io/Inhalt.html)
18:15:01	4273/4273	---M-Z	200	added ('OK')	text/css	etag:W/%22f4ace3ba9e1ada8a59223a3c16ac8042%22	https://noname5920181.nicepage.io/Beitreten.css	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/noname5920181.nicepage.io/Beitreten.css	(from https://noname5920181.nicepage.io/Beitreten.html)
18:15:01	69945/69945	---M--	200	added ('OK')	image/png	etag:%22d167a0efd6b1c9aa52dbcf1046740e49%22	https://assets.nicepagecdn.com/a088331e/6485194/images/Screenshot2025-04-06130716.png	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/assets.nicepagecdn.com/a088331e/6485194/images/Screenshot2025-04-06130716.png	(from https://noname5920181.nicepage.io/Beitreten.html)
18:15:02	115397/115397	---M--	200	added ('OK')	image/png	etag:%220dedfca996f7a22fece7f5482b751daf%22	https://assets.nicepagecdn.com/a088331e/6485194/images/Screenshot2025-04-06131215.png	C:/Users/winkl/Documents/Nicepage%20Templates/noname-website/assets.nicepagecdn.com/a088331e/6485194/images/Screenshot2025-04-06131215.png	(from https://noname5920181.nicepage.io/Beitreten.html)
